,review,date,stars,location,en
2351,"Krásná příroda, nádherné výhledy do údolí Dyje",před 7 lety,5 hvězdiček,Podyjí,"Beautiful nature, beautiful views of the valley of Dyje"
2352,"Krásné místo, kdyz chcete jit a vidět, jet na kole a vidět.",před 3 lety,5 hvězdiček,Podyjí,"Beautiful place when you want to go and see, ride a bike and see."
2353,Pro milovníky přírody vřele doporučuji ledové sluje,před 7 lety,5 hvězdiček,Podyjí,For nature lovers I highly recommend icy shoes
2354,Vezměte s sebou dalekohled! Bez něj krásná procházka přírodou.,před 6 lety,4 hvězdičky,Podyjí,Take the telescope with you!Without it a beautiful walk through nature.
2355,Krásná příroda,před 6 lety,4 hvězdičky,Podyjí,Beautiful nature
2356,Krásná příroda. Krásné prostředí a řekou Dyje,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature.A beautiful environment and a river Dyje
2357,"Krásný park jak na projížďky na kole tak na vycházky se psem a s detima, s kočárky nebo jen tak 😉 …",před 4 lety,5 hvězdiček,Podyjí,"Beautiful park on both bike rides and walks with dog and deta, with prams or just so 😉…"
2358,Krásná příroda klid chládek dostatek laviček,před 6 lety,4 hvězdičky,Podyjí,Beautiful Nature Claim Chládek plenty of benches
2359,To je moje srdcová záležitost. A hezké vzpomínky na dovolenou.,před 4 lety,5 hvězdiček,Podyjí,That's my heart matter.And nice memories of vacation.
2360,Prijemna prochazka s detmi. I s aktivitou (lusteni tajenky).Podklady k tajence lze ziskat v mistnim ITC.,před 4 lety,5 hvězdiček,Podyjí,A pleasant walk with children.Even with the activity (lusting the secret).
2361,"Krásný park, spousta zajímavých míst, vhodné pro výlet v každém ročním období :)",před 8 lety,5 hvězdiček,Podyjí,"Beautiful park, lots of interesting places, suitable for trip in every season :)"
2362,Parádní turistika s výhledem na Dyji.Zvlášť jdete se super lidmi.,před 5 lety,5 hvězdiček,Podyjí,Great hiking overlooking the dyji.In you go with super people.
2363,"Nádherná příroda, úchvatné výhledy, prostě paráda.",před 6 lety,5 hvězdiček,Podyjí,"Beautiful nature, breathtaking views, just great."
2364,Krásné muzeum motorismu,před 4 lety,5 hvězdiček,Podyjí,A beautiful museum of motoring
2365,"Krásná příroda, dobře značné cyklostezky",před 4 lety,5 hvězdiček,Podyjí,"Beautiful nature, well considerable bike paths"
2366,Je tam moc krásně a navíc tam rostou houby.,před 2 lety,5 hvězdiček,Podyjí,It is very beautiful and there are mushrooms.
2367,Zajímavá lokalita s výhledem na přehradní nádrž na Dyji.,před 6 lety,4 hvězdičky,Podyjí,Interesting location overlooking the dam reservoir on the Dyje.
2368,"Úžasná příroda, bezvadne značené cyklostezky!",před 4 lety,5 hvězdiček,Podyjí,"Amazing nature, perfectly marked bike paths!"
2369,Především vyhlídky nad Dyjí stojí za námahu.,před 5 lety,5 hvězdiček,Podyjí,"Above all, the prospects of the Dyje are behind the effort."
2370,"Hluboké, listnatým lesem porostlé údolí řeky Dyje. Krásné výhledy..",před 6 lety,5 hvězdiček,Podyjí,"A deep, deciduous forest covered with the valley of the Dyje River.Beautiful views .."
2371,Krásné vyhlídky na řeku pro pěší i cyklisty,před 5 lety,5 hvězdiček,Podyjí,Beautiful views of the river for pedestrians and cyclists
2372,"Krásná příroda, málo turistů, nádherné vyhlídky na Dyji.",před 8 lety,5 hvězdiček,Podyjí,"Beautiful nature, few tourists, wonderful prospects for the Thaya."
2373,Krásná příroda na vyčištění hlavy,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature to clean the head
2374,Jako rybář a ctitel přírody úžasný!,před 3 lety,5 hvězdiček,Podyjí,Like a fisherman and a worshiper of nature amazing!
2375,"Skvělé místo pro výlet na kolech,ale i pěšky",před 6 lety,5 hvězdiček,Podyjí,Great place for bike trip as well as on foot
2376,Nečti recenze a jeď se tam podívat. Prostě super...... 👍 …,před 5 lety,5 hvězdiček,Podyjí,Don't read reviews and go there.Just great ...... 👍…
2377,Nádherné místo. Zvláště vyhlídka na Hardegg.,před 4 lety,5 hvězdiček,Podyjí,Beautiful place.Especially the prospect of Hardegg.
2378,Moc hezké místo,před 4 lety,5 hvězdiček,Podyjí,A very nice place
2379,"Krásná příroda, značené turistické trasy",před 3 lety,5 hvězdiček,Podyjí,"Beautiful nature, marked hiking trails"
2380,Nádherná příroda Znojemska. Úžasné procházky.,před 6 lety,5 hvězdiček,Podyjí,Beautiful nature of Znojmo.Amazing walks.
2381,Krásné místo. Vždy se sem rád vracím.,před 3 lety,5 hvězdiček,Podyjí,Beautiful place.I always like to come back here.
2382,Nádherná příroda. Skvělý relax a odpočinek,před 7 lety,5 hvězdiček,Podyjí,Beautiful nature.Great relax and rest
2383,"Pěkná příroda, téměř bez živáčka",před 4 lety,5 hvězdiček,Podyjí,"Nice nature, almost no livelier"
2384,Rybník stále na *sucho*,před 4 lety,3 hvězdičky,Podyjí,Pond still on *drought *
2385,"Nádherné místo, které stojí za návštěvu 😎 …",před 4 lety,5 hvězdiček,Podyjí,A wonderful place worth visiting 😎…
2386,Podyjí není až tak pěkné jako ostatní národní parky v ČR,před 4 lety,4 hvězdičky,Podyjí,Podyjí is not as nice as other national parks in the Czech Republic
2387,Skvělé místo na dovolenou nebo na vycházky.,před 6 lety,5 hvězdiček,Podyjí,A great place on holiday or walks.
2388,Tak nádhernou přírodu jste dlouho neviděli!,před 7 lety,5 hvězdiček,Podyjí,You haven't seen such beautiful nature for a long time!
2389,"Jeden z nejhezčích našich parků, obvykle nízký počet turistů.",před 5 lety,5 hvězdiček,Podyjí,"One of our most beautiful parks, usually a low number of tourists."
2390,Překrásný výlet i v parném dnu.Vhodné i pro výlet na kole.,před 6 lety,5 hvězdiček,Podyjí,Beautiful trip even in hot day.
2391,"Krásná příroda, doporučuji navštívit",před 5 lety,5 hvězdiček,Podyjí,"Beautiful nature, I recommend visiting"
2392,Krásná procházka z Čížova na hrad Hardegg!,před 3 lety,5 hvězdiček,Podyjí,Beautiful walk from Čížov to Hardegg Castle!
2393,Topové místo v ČR. Krásný výhledy a prostředí,před 6 lety,5 hvězdiček,Podyjí,Top place in the Czech Republic.Beautiful views and environment
2394,Krásné prostředí s vinařskými stánky s možností ochutnávek,před 6 lety,4 hvězdičky,Podyjí,Beautiful environment with wine stalls with the possibility of tastings
2395,"Krásná priroda, ideální místo na rodinné výlety",před 4 lety,5 hvězdiček,Podyjí,"Beautiful nature, ideal place for family trips"
2396,Krásný podzim,před 4 lety,4 hvězdičky,Podyjí,Beautiful autumn
2397,Nádherná vyhlídka v každém ročním období,před 6 lety,5 hvězdiček,Podyjí,A wonderful view of every season
2398,Výborné klimatické podmínky a naprosto úchvatná příroda,před 4 lety,5 hvězdiček,Podyjí,Excellent climatic conditions and absolutely breathtaking nature
2399,Leží na okraji mého rodného města. Znojmo.,před 4 lety,5 hvězdiček,Podyjí,It lies on the outskirts of my hometown.Znojmo.
2400,Krásná příroda hlavně na podzim.,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature mainly in autumn.
2401,"Nádherný národní park, super na kola, cestou se stavit na víno v Šobesu - nádhera",před 7 lety,5 hvězdiček,Podyjí,"Beautiful National Park, Super on Bikes, on the way to build on wine in Šobes - splendor"
2402,"Příroda, vinice, cyklo stezky v perfektním stavu.",před 7 lety,5 hvězdiček,Podyjí,"Nature, vineyards, cycling trails in perfect condition."
2403,Smutné místo bez spárkaté zvěře,před 2 lety,5 hvězdiček,Podyjí,A sad place without hoofed game
2404,Možnost vidět zbytky chráněných hranic za socialismu.,před 6 lety,4 hvězdičky,Podyjí,The opportunity to see the remnants of protected borders during socialism.
2405,PO 40 LETECH JSEM SEM SE VRATIL ZE SE SVETA A NARODNI PARK PODYJI JE MOC DOBRE VIDET A PROZIT TU NADHERNOU PRIRODU,před 10 lety,4 hvězdičky,Podyjí,After 40 years I returned to the world and the national Podyji park is very good to see and reveal the beautiful nature
2406,"Moc hezké, i když mírně pršelo.",před 5 lety,5 hvězdiček,Podyjí,"Very nice, though it rained slightly."
2407,Krásný kout naší země.,před 6 lety,5 hvězdiček,Podyjí,Beautiful corner of our country.
2408,"Logo parku : To je naše , hlavně nám sem nelezte.",před 6 lety,2 hvězdičky,Podyjí,"Park logo: This is ours, especially you can not get here."
2409,"Krásná příroda, udržované cyklostezky",před 4 lety,5 hvězdiček,Podyjí,"Beautiful nature, well -kept bike paths"
2410,Místo které stojí za návštěvu s celou rodinou,před 6 lety,5 hvězdiček,Podyjí,Instead of visiting the whole family
2411,Krásou se to jen hemží,před rokem,5 hvězdiček,Podyjí,It just teems with beauty
2412,Nádhera,před rokem,5 hvězdiček,Podyjí,Splendor
2413,Hezká procházka přírodou a spousta turistických tras.,před 6 lety,5 hvězdiček,Podyjí,Nice walk through nature and lots of hiking trails.
2414,Je tam moc krásně. :-),před 2 lety,5 hvězdiček,Podyjí,It's very beautiful there.:-)
2415,"Klid, nádherná příroda a super hospoda u Cabalu v Lukove.",před 8 lety,5 hvězdiček,Podyjí,"Calm, beautiful nature and super pub near Cabal in Lukove."
2416,"Zajímavé, horší značení pro cyklisty.",před 5 lety,4 hvězdičky,Podyjí,"Interesting, worse markings for cyclists."
2417,Moc pěkné místo na výlet.,před 3 lety,5 hvězdiček,Podyjí,Very nice place for a trip.
2418,Krásné místo s úžasnou přírodou.,před 6 lety,4 hvězdičky,Podyjí,Beautiful place with amazing nature.
2419,"Nádhera,v létě na kole,v zimě na běžkách!",před 6 lety,5 hvězdiček,Podyjí,"Wonderful, in the summer by bike, in winter on cross -country skiing!"
2420,Krásná krajina na procházky a cyklovyjížďky.,před 6 lety,5 hvězdiček,Podyjí,Beautiful landscape for walks and cycling.
2421,Hezký ale i náročný pro cyklistiku0,před 3 lety,5 hvězdiček,Podyjí,Nice but also demanding for cycling
2422,"Jediný národní park na Moravě, který rozhodně stojí za návštěvu",před 7 lety,5 hvězdiček,Podyjí,The only national park in Moravia that is definitely worth a visit
2423,Skutečné lůno přírody!,před 2 lety,5 hvězdiček,Podyjí,Real womb of nature!
2424,Krásná příroda. Náročné cyklostezky.,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature.Demanding cycle paths.
2425,"Nádherné místo,překrásná příroda",před 6 lety,5 hvězdiček,Podyjí,"Beautiful place, beautiful nature"
2426,Krásná příroda kolem Dyje :-),před 5 lety,5 hvězdiček,Podyjí,Beautiful nature around Dyje :-)
2427,Krásné místo k odpočinku a procházkám...,před 6 lety,4 hvězdičky,Podyjí,Beautiful place to rest and walks ...
2428,Krásné výhledy a pěkné procházky.,před 5 lety,5 hvězdiček,Podyjí,Beautiful views and nice walks.
2429,Tady jsem doma co víc říct,před 4 lety,5 hvězdiček,Podyjí,Here I am at home what more to say
2430,1 zóna NP Thayatal park,před 5 lety,5 hvězdiček,Podyjí,1 zone of NP Thayatal Park
2431,Nádherná příroda na krásné procházky,před 6 lety,5 hvězdiček,Podyjí,Beautiful nature for beautiful walks
2432,Skvělé místo na pěší i cyklo výlety.,před 6 lety,5 hvězdiček,Podyjí,Great place for hiking and cycling trips.
2433,Hezký v každém ročním období.,před 6 lety,5 hvězdiček,Podyjí,Nice in every season.
2434,Nejkrásnější přiroda na znojemsku.,před 6 lety,5 hvězdiček,Podyjí,The most beautiful mature in the Znojmo region.
2435,Moc pekne misto. Byli jsme tu na kolech a moc se nam libilo.,před 5 lety,5 hvězdiček,Podyjí,Very nice place.We were on the bikes and we liked us very much.
2436,"Nádherné procházky, běhání, jízda na kole",před 4 lety,5 hvězdiček,Podyjí,"Beautiful walks, running, cycling"
2437,Krásné místo na popíjení vínečka,před 5 lety,4 hvězdičky,Podyjí,A beautiful place to sip the wine
2438,Podyjí je moje srdeční záležitost.,před 5 lety,5 hvězdiček,Podyjí,Podyjí is my heart matter.
2439,Krásné procházky nad meandry řeky Dyje,před 6 lety,5 hvězdiček,Podyjí,Beautiful walks over the meanders of the Dyje River
2440,"Pokud chcete doopravdy ""vypnout"" tak tady!❤️",před 2 lety,5 hvězdiček,Podyjí,"If you really want to ""turn off"" here! ❤️"
2441,Úchvatné. Musíte navštívit.,před 2 lety,5 hvězdiček,Podyjí,Ravishingly.You have to visit.
2442,Krásné místo blízko Znojma. Doporučuji.,před 8 lety,5 hvězdiček,Podyjí,Beautiful place near Znojmo.I recommend.
2443,Je tady vážně krásně,před 3 lety,5 hvězdiček,Podyjí,It's really beautiful here
2444,Moc pěkná krajina se zachovalou přírodou,před 5 lety,5 hvězdiček,Podyjí,Very nice landscape with preserved nature
2445,"Krásná příroda, nádherné scenérie.",před 5 lety,5 hvězdiček,Podyjí,"Beautiful nature, beautiful scenery."
2446,"Naprostá pohádka, hluboká údolí, listnaté lesy a vinice na okrajích!",před 7 lety,5 hvězdiček,Podyjí,"Absolute fairy tale, deep valleys, deciduous forests and vineyards on the edges!"
2447,"Krásný výhled ze zámku, romantika.",před 7 lety,4 hvězdičky,Podyjí,"Beautiful view from the chateau, romance."
2448,Nádherný výhled na Znojmo.,před 3 lety,5 hvězdiček,Podyjí,Beautiful view of Znojmo.
2449,Úžasné místo s krásnými vyhlidkami,před 7 lety,5 hvězdiček,Podyjí,Amazing place with beautiful views
2450,Podyji je srdcovka. Tak trochu jiny park nez ostatni.,před 3 lety,5 hvězdiček,Podyjí,Podyji is a heart.A little different park than others.
2451,Úžasná procházka z výhledem na Znojmo,před 5 lety,5 hvězdiček,Podyjí,Amazing Walk from the view of Znojmo
2452,Klid,před 3 lety,5 hvězdiček,Podyjí,Peace
2453,Překrásná panenská příroda.,před 3 lety,5 hvězdiček,Podyjí,Beautiful virgin nature.
2454,"Krasne misto, casto navstevujeme.",před 4 lety,5 hvězdiček,Podyjí,"Beautiful place, often visit."
2455,Zas*aná Zerzaňová fakt už,před 3 lety,5 hvězdiček,Podyjí,Again*Aná Zerzaňová fact already
2456,Krásná oblast a mimo sezonu skoro bez turistů,před 5 lety,5 hvězdiček,Podyjí,Beautiful area and out of season almost without tourists
2457,"Doporučuji,nádherná příroda",před 5 lety,4 hvězdičky,Podyjí,"I recommend, beautiful nature"
2458,Doporučuji krásné procházky,před 4 lety,5 hvězdiček,Podyjí,I recommend beautiful walks
2459,Velice krásné prostředí zapsané i v unesco,před 5 lety,5 hvězdiček,Podyjí,Very beautiful environment written in UNESCO
2460,Nádhera a klid i v zimním období.. :-),před 5 lety,4 hvězdičky,Podyjí,Splendor and calm even in winter .. :-)
2461,Romantika pravěkého sídliště.,před 7 lety,5 hvězdiček,Podyjí,Romance of prehistoric housing estate.
2462,Nádherné výhledy,před 5 lety,5 hvězdiček,Podyjí,Beautiful views
2463,Krásná příroda! Chraňme ji!!!,před 5 lety,5 hvězdiček,Podyjí,Beautiful nature!Let's protect her !!!
2464,"Hezká krajina, zajímavé památky",před 7 lety,5 hvězdiček,Podyjí,"Nice landscape, interesting sights"
2465,Nádhera.....,před 3 lety,5 hvězdiček,Podyjí,Splendor.....
2466,Krásná procházka,před 4 lety,5 hvězdiček,Podyjí,Beautiful walk
2467,"Nádhera, tady není co dodat....",před 2 lety,5 hvězdiček,Podyjí,"Wonderful, there's nothing to add here ...."
2468,Jeden z nejkkrásnějších Národních parků v ČR,před 7 lety,5 hvězdiček,Podyjí,One of the most beautiful national parks in the Czech Republic
2469,Mají tam dobré jídlo ale drahé.,před 4 lety,3 hvězdičky,Podyjí,They have good food there but expensive.
2470,Krásný lom.. Doporučuji,před 5 lety,5 hvězdiček,Podyjí,Beautiful quarry .. I recommend
2471,Domov.,před rokem,5 hvězdiček,Podyjí,Home.
2472,Skvělé místo na výlet,před 4 lety,5 hvězdiček,Podyjí,Great place to trip
2473,"Krásná příroda, dobré víno.",před 7 lety,5 hvězdiček,Podyjí,"Beautiful nature, good wine."
2474,Příjemné místo pro dovolenou,před 4 lety,5 hvězdiček,Podyjí,A pleasant place for a holiday
2475,Krásný park a řeka.,před 2 lety,5 hvězdiček,Podyjí,Beautiful park and river.
2476,Po celý rok krásné Podyjí.,před 3 lety,5 hvězdiček,Podyjí,Throughout the year beautiful Podyjí.
2477,Rozhodně stojí za návštěvu.,před 4 lety,5 hvězdiček,Podyjí,It is definitely worth a visit.
2478,Ten v výhled za ten výstup stojí,před 4 lety,5 hvězdiček,Podyjí,The one in the outlook behind the output
2479,Ticho a klid a pohodička.,před 4 lety,5 hvězdiček,Podyjí,Silence and peace and quiet.
2480,"Nádherná příroda, klid",před 4 lety,5 hvězdiček,Podyjí,"Beautiful nature, peace of mind"
2481,Krásná a zajímavá procházka.,před 4 lety,5 hvězdiček,Podyjí,Beautiful and interesting walk.
2482,Krásná krajina v okolí Dyje....,před 4 lety,5 hvězdiček,Podyjí,Beautiful landscape around Dyje ....
2483,Krása u Česko_ rakouském pomezí,před 6 lety,5 hvězdiček,Podyjí,Beauty in the Czech Republic of Austrian border
2484,Morava🥰 …,před rokem,5 hvězdiček,Podyjí,Morava🥰…
2485,Nadherná příroda. Víno!,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature.Wine!
2486,Krásná příroda,před rokem,5 hvězdiček,Podyjí,Beautiful nature
2487,Krásná příroda.,před rokem,5 hvězdiček,Podyjí,Beautiful nature.
2488,Nádherné místo.,před 2 lety,5 hvězdiček,Podyjí,Beautiful place.
2489,To co jsme stihli krása.,před 5 lety,4 hvězdičky,Podyjí,What we managed to be beauty.
2490,Nádherná příroda a místa.,před 7 lety,5 hvězdiček,Podyjí,Beautiful nature and places.
2491,Prekrásna příroda a zákoutí.,před 7 lety,5 hvězdiček,Podyjí,Prakrohnna nature and nooks.
2492,"Krásná příroda, národní park,",před 6 lety,5 hvězdiček,Podyjí,"Beautiful Nature, National Park,"
2493,Hezký výlet na kolech.,před 4 lety,5 hvězdiček,Podyjí,Nice trip on wheels.
2494,Příjemné na procházky,před 2 lety,5 hvězdiček,Podyjí,Pleasant for walks
2495,Ideální na projížďku na kole,před 5 lety,5 hvězdiček,Podyjí,Ideal for a bike ride
2496,Bomba místo na procházky a kolo,před rokem,5 hvězdiček,Podyjí,Bomb instead of walking and bike
2497,Nádherná příroda i stezky,před 7 lety,5 hvězdiček,Podyjí,Beautiful nature and trails
2498,Krásna procházka po parku.,před 3 lety,5 hvězdiček,Podyjí,Beautiful walk around the park.
2499,Nádhera. Doporučuji.,před 2 lety,5 hvězdiček,Podyjí,Splendor.I recommend.
2500,Je tu krásně!,před 7 lety,5 hvězdiček,Podyjí,It's beautiful!
2501,Je tu krásně!,před 6 lety,4 hvězdičky,Podyjí,It's beautiful!
2502,Moc krásná příroda.,před 7 lety,5 hvězdiček,Podyjí,Very beautiful nature.
2503,Hezká příroda a klid,před 6 lety,5 hvězdiček,Podyjí,Pretty nature and peace of mind
2504,Na kole je to nádhera.,před 6 lety,5 hvězdiček,Podyjí,It's beautiful on the bike.
2505,Moc hezká příroda,před 4 lety,5 hvězdiček,Podyjí,Very nice nature
2506,Nádherné misto na relax.,před 6 lety,5 hvězdiček,Podyjí,Beautiful place on relax.
2507,Prostě nádhera 🤩 …,před 2 lety,5 hvězdiček,Podyjí,Simply splendor 🤩…
2508,😉👍 …,před 3 lety,5 hvězdiček,Podyjí,😉👍…
2509,Jeden z nejkrásnějších parků 👍👏👏👏 …,před 5 lety,5 hvězdiček,Podyjí,One of the most beautiful parks 👏👏👏…
2510,Je to tam super,před rokem,5 hvězdiček,Podyjí,It's great there
2511,Moc hezke,před 5 lety,5 hvězdiček,Podyjí,Very nice
2512,Krásná příroda.,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature.
2513,Krásná příroda.,před 7 lety,5 hvězdiček,Podyjí,Beautiful nature.
2514,Pohoda.,před 3 lety,5 hvězdiček,Podyjí,Cool.
2515,Hezká příroda.,před 6 lety,5 hvězdiček,Podyjí,Beautiful nature.
2516,Velmi hezká krajina,před 5 lety,5 hvězdiček,Podyjí,A very nice landscape
2517,Nádherná příroda!,před 6 lety,5 hvězdiček,Podyjí,Beautiful nature!
2518,Super stezky na kolo,před 5 lety,5 hvězdiček,Podyjí,Super trails for bike
2519,Je to tady spicovy😀🏃👍 …,před 6 lety,4 hvězdičky,Podyjí,It is Spicovy here almost…
2520,... Nadherná příroda...,před 5 lety,5 hvězdiček,Podyjí,... Beautiful nature...
2521,Nádherná vyhlídka 🤗 …,před 3 lety,5 hvězdiček,Podyjí,Beautiful view 🤗…
2522,Nejhezčí národní park,před 7 lety,5 hvězdiček,Podyjí,The most beautiful national park
2523,Krásná příroda,před 4 lety,5 hvězdiček,Podyjí,Beautiful nature
2524,krásná příroda,před 4 lety,4 hvězdičky,Podyjí,beautiful nature
2525,Krásná místa.,před 2 lety,5 hvězdiček,Podyjí,Beautiful places.
2526,"Nádhera, dětství",před 5 lety,5 hvězdiček,Podyjí,"Splendor, childhood"
2527,Krásná příroda,před 6 lety,5 hvězdiček,Podyjí,Beautiful nature
2528,Samý sklep a  rovina,před 5 lety,5 hvězdiček,Podyjí,All the cellar and the plane
2529,Krásný cyklostezky.,před 7 lety,5 hvězdiček,Podyjí,Beautiful bike paths.
2530,Krása,před rokem,5 hvězdiček,Podyjí,Beauty
2531,Skvělá procházka,před 5 lety,5 hvězdiček,Podyjí,A great walk
2532,Nádhera.,před 5 lety,5 hvězdiček,Podyjí,Splendor.
2533,Krásná prochazka,před 2 lety,4 hvězdičky,Podyjí,Beautiful walk
2534,🤘🤘🤘👍👍👍 …,před 6 lety,5 hvězdiček,Podyjí,🤘🤘🤘……
2535,Pohádka.,před 6 lety,5 hvězdiček,Podyjí,Fairytale.
2536,Nádhera i na kolech,před 3 lety,5 hvězdiček,Podyjí,Splendor even on wheels
2537,Krása!,před 6 lety,5 hvězdiček,Podyjí,Beauty!
2538,Nádhera.,před 7 lety,5 hvězdiček,Podyjí,Splendor.
2539,Krásný.,před 6 lety,5 hvězdiček,Podyjí,Beautiful.
2540,Pěkné místo,před 6 lety,4 hvězdičky,Podyjí,Nice place
2541,Nádherné misto,před 2 lety,5 hvězdiček,Podyjí,Beautiful place
2542,Miluju to tady,před 4 lety,5 hvězdiček,Podyjí,I love it here
2543,Pohledné misto,před 2 lety,5 hvězdiček,Podyjí,Handsome
2544,Krásné prostředí,před 6 lety,5 hvězdiček,Podyjí,Nice environment
2545,Krásná krajina 👍 …,před 4 lety,5 hvězdiček,Podyjí,Beautiful landscape 👍…
2546,Úžasné,před 6 lety,5 hvězdiček,Podyjí,Amazing
2547,"Krásná přírodní rezervace. Nebylo si s tím popleteno. Nádherná příroda jak má být. Není mnoho lidí, velmi klidné a tiché. Naprosto úžasné. Velmi zajímavá zřícenina mlýna a sklepa. Moc krásná. Vřele doporučujeme pro procházky a pěší turistiku. Také několik dobrých cyklostezek. Skvělé místo, kde si můžete užít, co vás zajímá.",před 10 měsíci,5 hvězdiček,Podyjí,"Beautiful nature reserve.It wasn't confused with it.Beautiful nature as it should be.There are not many people, very quiet and quiet.Totally awesome.Very interesting ruins of the mill and cellar.Very beautiful.We highly recommend for walks and hiking.Also some good cycle paths.A great place where you can enjoy what you are interested in."
2548,"Nádherné prostředí, krásné výhledy, upravené stezky. Příjemná procházka v přírodě, během které si můžete dopřát doušek vínka. Pohladíte oči krásnými výhledy a přírodou, duši úžasným klidem a také chuťové pohárky dobrým vínem. Přístupné během celého roku.",před 2 lety,5 hvězdiček,Podyjí,"Beautiful environment, beautiful views, groomed trails.A pleasant walk in the countryside, during which you can enjoy a sip of wine.You stroke your eyes with beautiful views and nature, the soul with amazing peace and also with good wine.Accessible throughout the year."
2549,Byl to úžasný výlet. Počasí bylo ideální. Našim pejskům se to také moc líbilo. Určitě ideální i pro děti.,před 7 měsíci,5 hvězdiček,Podyjí,It was an amazing trip.The weather was ideal.Our dogs also liked it too.Certainly ideal for children.
2550,"Páni, tento park je úžasné místo. Opravdu se mi to líbilo. Šli jsme 20 kilometrů tam a zpět. Na konci je vyhlídka a uvidíte rakouskou vesnici Hardegg od hranic České republiky. Spousta ptáků a také někteří hadi a smaragdové ještěrky. Tento park rozhodně doporučuji každému cestovateli. A samozřejmě řeka Dyji je jednou z krásných řek stékajících dolů.",před 11 měsíci,5 hvězdiček,Podyjí,"Mas, this park is an amazing place.I really liked it.We went 20 kilometers back and forth.At the end there is a lookout and you will see the Austrian village of Hardegg from the Czech Republic.Lots of birds as well as some snakes and emerald lizards.I definitely recommend this park to every traveler.And of course the Dyji River is one of the beautiful rivers running down."
2551,"Nadhera se všem vsudy. Hezký výlet je například z Cizova do Vranova. Auto nechte zaparkované ve Vranově, do Cizova se přesuňte busem. A pak slapete po krásném červeném značeném chodníku bývalé pasérické stezky nad Dyji až do Vranova. Trasa je to bez velkých převýšení, v pohodě. Hezké výhledy, nádherné lesy.",před 3 lety,5 hvězdiček,Podyjí,"Nadhera is all in all.A nice trip is for example from foreign to Vranov.Leave the car parked in Vranov, move the bus to foreign.And then you will tap the beautiful red marked pavement of the former passheric trail above the Dyje to Vranov.The route is without great elevation, cool.Nice views, beautiful forests."
2552,"Krásná. Malebné. Prozkoumat můžete jak na kole, tak pěšky. Spousta stezek. Hrady, kouzelné vesničky. Můžete jít na rakouskou stranu.",před 8 měsíci,5 hvězdiček,Podyjí,"Beautiful.Picturesque.You can explore both by bike and on foot.Lots of trails.Castles, magical villages.You can go to the Austrian side."
2553,"Jedno z mých oblíbených míst a ""láska na první pohled"". Částečně i proto, že tato oblast není tak přeplněná jako jiné zajímavé lokality, i když je v okolí tolik pěkných míst (doufám, že to tak zůstane, i když se všichni přijedete podívat .. po jednom :) ). Nemá smysl vypisovat všechna zajímavá místa v okolí (najdete je na mapě s dobrými recenzemi), ale samotná procházka těmito lesy je opravdu úžasným zážitkem. (PS: Nezdá se to, ale některé části cest jsou zde opravdu do kopce)",před 2 lety,5 hvězdiček,Podyjí,"One of my favorite places and ""love at first sight"".Partly because this area is not as crowded as other interesting locations, although there are so many nice places in the area (I hope it will stay so, even if you all come to see .. one after one :)).There is no point in listing all interesting places in the area (you can find them on the map with good reviews), but the walk through these forests is a really amazing experience.(PS: It doesn't seem, but some parts of the roads are really uphill here)"
2554,"Velký velký park. Můžete vidět jediné pozůstatky železné opony, které v České republice existují. Krásný výhled z vyhlídkových plošin. Ideální místo pro běh, cyklistiku nebo turistiku s celou rodinou.",před 2 lety,5 hvězdiček,Podyjí,"Big Big Park.You can see the only remains of the Iron Curtain that exist in the Czech Republic.Beautiful views from observation platforms.Ideal place for running, cycling or hiking with the whole family."
2555,"Kdo navštíví Znojmo, měl by se také podle mého názoru vydat alespoň na krátkou procházku do národního parku Podiji. Jsou zde stezky pro pěší a cyklisty. Při procházce můžeme obdivovat klikatou řeku Dyju. Ze Znojma dojdete na vyhlídku Stone Sealfield. Stojí to za to. Zvláště na podzim, kdy můžete obdivovat barevné stromy. Místo napomáhá ke zklidnění a umožňuje relaxaci v lůně přírody.",před 4 lety,5 hvězdiček,Podyjí,"Those who visit Znojmo should also take at least a short walk to the National Park.There are trails for pedestrians and cyclists.While walking, we can admire the winding river Dyja.From Znojmo you will reach Stone Sealfield.It's worth it.Especially in autumn, when you can admire colored trees.The place helps to calm down and allows relaxation in the womb of nature."
2556,"Krásná příroda, málo lidí kolem, takže se můžete jen pomalu procházet a kochat se přírodou. Jedna hodina nebo 10, je to místo, které stojí za návštěvu. Pokud můžete, vezměte si s sebou horské kolo.",před 3 lety,5 hvězdiček,Podyjí,"Beautiful nature, few people around, so you can only walk slowly and enjoy nature.One hour or 10 is a place worth a visit.If you can, take a mountain bike with you."
2557,"Příroda plná života, úžasných výhledů a přátelských lidí. Návštěva v dubnu nebo květnu je nutností (pokud náhodou nesnášíte květiny různých druhů samozřejmě).",před 7 lety,5 hvězdiček,Podyjí,"Nature full of life, amazing views and friendly people.A visit in April or May is a necessity (if you accidentally hate flowers of different species of course)."
